monitor_id,event_time,db_user,session_id,cpu_utilization,memory_utilization,active_connections,disk_read_kb,disk_write_kb,backup_status
21238,2026-02-09 09:41:32.5,sales_staff_015,sess_sales_staff_015_2026-02-09_G2_96db58,16.74,35.76,85,556.71,133.63,N/A
21240,2026-02-09 09:42:52,sales_staff_011,sess_sales_staff_011_2026-02-09_G2_935e13,21.37,30.98,56,204.93,130.56,N/A
21241,2026-02-09 09:48:22,developer_065,sess_developer_065_2026-02-09_G2_8eb8b4,11.04,22.51,65,396.23,60.37,N/A
21245,2026-02-09 09:58:27,finance_manager_035,sess_finance_manager_035_2026-02-09_G2_53404e,14.30,36.51,108,86.28,56.26,N/A
21244,2026-02-09 09:58:47.5,sales_staff_008,sess_sales_staff_008_2026-02-09_G2_b766f3,16.28,30.96,96,236.51,156.53,N/A
21242,2026-02-09 10:00:02.5,hr_staff_049,sess_hr_staff_049_2026-02-09_G2_1aa3a3,25.88,35.71,79,623.43,65.19,N/A
21239,2026-02-09 10:07:15,finance_manager_035,sess_finance_manager_035_2026-02-09_G2_53404e,24.09,43.08,101,482.80,52.80,N/A
21243,2026-02-09 10:09:57,accountant_030,sess_accountant_030_2026-02-09_G2_df4801,22.86,30.38,61,439.03,125.16,N/A
21246,2026-02-09 10:15:05,accountant_028,sess_accountant_028_2026-02-09_G2_b45b9a,12.30,31.90,94,638.25,80.04,N/A
21248,2026-02-09 10:28:29,developer_065,sess_developer_065_2026-02-09_G2_e8a8ce,9.68,33.72,87,384.57,106.15,N/A
21250,2026-02-09 10:30:14,sales_manager_022,sess_sales_manager_022_2026-02-09_G2_e44a4a,9.10,26.38,107,609.21,99.16,N/A
21247,2026-02-09 10:30:27,sales_staff_004,sess_sales_staff_004_2026-02-09_G2_595d5f,27.25,33.89,103,671.66,97.16,N/A
21253,2026-02-09 10:31:30,procurement_staff_037,sess_procurement_staff_037_2026-02-09_G2_a3b421,10.42,42.24,105,254.27,65.51,N/A
21251,2026-02-09 10:34:01.5,junior_dba_076,sess_junior_dba_076_2026-02-09_G2_e6f84d,23.22,40.14,96,411.37,87.45,N/A
21249,2026-02-09 10:36:27.5,accountant_032,sess_accountant_032_2026-02-09_G2_33a4fe,26.92,36.89,59,263.71,88.69,N/A
21252,2026-02-09 10:39:17.5,hr_staff_048,sess_hr_staff_048_2026-02-09_G2_2fa0d1,18.46,26.01,91,595.78,119.31,N/A
21254,2026-02-09 10:40:23.5,sales_staff_015,sess_sales_staff_015_2026-02-09_G2_144ee4,16.88,26.83,74,531.63,126.32,N/A
21258,2026-02-09 10:41:54,accountant_027,sess_accountant_027_2026-02-09_G2_0ff543,18.17,27.30,63,395.05,38.35,N/A
21256,2026-02-09 10:44:39.5,junior_dba_074,sess_junior_dba_074_2026-02-09_G2_86146b,11.79,39.99,75,283.08,100.26,N/A
21260,2026-02-09 10:45:00,sales_staff_015,sess_sales_staff_015_2026-02-09_G2_144ee4,9.68,18.33,75,424.07,47.58,N/A
21255,2026-02-09 10:45:39,sales_staff_020,sess_sales_staff_020_2026-02-09_G2_651b0b,16.85,27.50,74,563.65,93.34,N/A
21257,2026-02-09 10:51:32.5,security_analyst_071,sess_security_analyst_071_2026-02-09_G2_23fc4c,20.66,30.44,70,569.70,88.47,N/A
21259,2026-02-09 10:51:47,hr_staff_047,sess_hr_staff_047_2026-02-09_G2_3cefea,23.58,37.48,65,204.08,111.43,N/A
21261,2026-02-09 10:54:14,sales_staff_009,sess_sales_staff_009_2026-02-09_G2_bd9ff3,22.41,29.23,87,522.54,66.41,N/A
21262,2026-02-09 11:01:34,sales_manager_023,sess_sales_manager_023_2026-02-09_G2_9b1541,16.86,29.88,70,518.85,132.15,N/A
21263,2026-02-09 11:10:51.5,sales_staff_016,sess_sales_staff_016_2026-02-09_G2_05a4e9,10.43,32.99,64,150.38,99.58,N/A
21266,2026-02-09 11:12:25.5,sales_staff_010,sess_sales_staff_010_2026-02-09_G2_507826,15.13,30.55,110,455.25,69.46,N/A
21268,2026-02-09 11:15:06.5,accountant_033,sess_accountant_033_2026-02-09_G2_738270,14.97,43.94,56,525.85,34.43,N/A
21265,2026-02-09 11:15:54,accountant_025,sess_accountant_025_2026-02-09_G2_b6fc05,13.25,43.40,62,217.68,91.07,N/A
21264,2026-02-09 11:19:28,senior_analyst_059,sess_senior_analyst_059_2026-02-09_G2_eeeba0,19.16,44.46,86,484.65,147.79,N/A
21267,2026-02-09 11:22:17.5,developer_063,sess_developer_063_2026-02-09_G2_09e5dc,14.11,40.80,73,441.86,65.25,N/A
21269,2026-02-09 11:22:26.5,sales_staff_018,sess_sales_staff_018_2026-02-09_G2_de0a91,16.51,22.52,90,456.01,62.18,N/A
21270,2026-02-09 11:25:09,sales_staff_009,sess_sales_staff_009_2026-02-09_G2_4a0719,24.56,39.00,109,679.02,107.04,N/A
21272,2026-02-09 11:31:53.5,sales_staff_011,sess_sales_staff_011_2026-02-09_G2_de438d,16.63,34.60,91,574.33,68.15,N/A
21273,2026-02-09 11:33:40,procurement_staff_038,sess_procurement_staff_038_2026-02-09_G2_99acda,14.86,32.28,88,230.71,86.98,N/A
21274,2026-02-09 11:38:38,developer_062,sess_developer_062_2026-02-09_G2_71c269,20.92,23.48,92,298.60,83.91,N/A
21271,2026-02-09 11:41:10,finance_manager_035,sess_finance_manager_035_2026-02-09_G2_530e4d,28.33,35.36,77,252.09,129.14,N/A
21279,2026-02-09 11:47:47,sales_staff_010,sess_sales_staff_010_2026-02-09_G2_46cb73,14.43,34.57,80,174.77,138.78,N/A
21275,2026-02-09 11:49:18.5,finance_manager_034,sess_finance_manager_034_2026-02-09_G2_46d8d2,19.39,34.88,109,421.36,83.80,N/A
21276,2026-02-09 11:50:17.5,sales_staff_006,sess_sales_staff_006_2026-02-09_G2_0790fa,23.15,30.73,100,476.75,107.00,N/A
21281,2026-02-09 11:50:43,procurement_staff_039,sess_procurement_staff_039_2026-02-09_G2_c58e9c,16.21,30.68,110,339.29,106.12,N/A
21278,2026-02-09 11:51:07.5,data_engineer_068,sess_data_engineer_068_2026-02-09_G2_911ce6,16.00,32.90,101,359.59,102.71,N/A
21280,2026-02-09 11:52:37.5,sales_staff_005,sess_sales_staff_005_2026-02-09_G2_6dfb90,12.06,33.63,73,268.15,119.81,N/A
21282,2026-02-09 11:57:05.5,sales_staff_009,sess_sales_staff_009_2026-02-09_G2_97f9e8,15.35,31.66,89,414.67,51.12,N/A
21277,2026-02-09 11:59:30.5,data_analyst_057,sess_data_analyst_057_2026-02-09_G2_89f5e6,19.45,39.33,59,705.60,163.49,N/A
21286,2026-02-09 11:59:31.5,procurement_staff_042,sess_procurement_staff_042_2026-02-09_G2_366f87,11.38,25.77,85,470.03,85.19,N/A
21284,2026-02-09 12:01:37,accountant_027,sess_accountant_027_2026-02-09_G2_49b17a,12.98,38.27,96,492.89,84.39,N/A
21291,2026-02-09 12:02:50,sales_staff_006,sess_sales_staff_006_2026-02-09_G2_0790fa,7.98,27.12,55,272.77,93.69,N/A
21283,2026-02-09 12:03:13.5,junior_dba_076,sess_junior_dba_076_2026-02-09_G2_905b64,23.67,33.96,71,597.41,99.88,N/A
21285,2026-02-09 12:04:16,accountant_024,sess_accountant_024_2026-02-09_G2_727775,8.98,38.51,66,166.76,47.04,N/A
21287,2026-02-09 12:05:51.5,sales_staff_012,sess_sales_staff_012_2026-02-09_G2_fd4fa0,12.04,40.58,55,299.90,40.72,N/A
21289,2026-02-09 12:06:19,developer_060,sess_developer_060_2026-02-09_G2_36739f,16.44,30.19,56,292.24,62.81,N/A
21292,2026-02-09 12:09:17.5,procurement_staff_038,sess_procurement_staff_038_2026-02-09_G3_ae3588,20.61,29.30,73,361.91,56.11,N/A
21288,2026-02-09 12:10:53,hr_manager_052,sess_hr_manager_052_2026-02-09_G2_bc2131,16.72,32.05,75,293.24,101.97,N/A
21290,2026-02-09 12:13:55.5,data_engineer_068,sess_data_engineer_068_2026-02-09_G3_b7cc64,14.67,30.78,70,433.53,68.69,N/A
21293,2026-02-09 12:16:28,hr_staff_050,sess_hr_staff_050_2026-02-09_G3_98275e,14.35,42.49,110,198.32,50.36,N/A
21297,2026-02-09 12:18:01,security_manager_073,sess_security_manager_073_2026-02-09_G3_e0867c,9.66,37.00,55,475.37,49.04,N/A
21301,2026-02-09 12:18:33,hr_manager_052,sess_hr_manager_052_2026-02-09_G2_bc2131,6.41,30.93,81,466.18,69.88,N/A
21295,2026-02-09 12:19:57,procurement_manager_044,sess_procurement_manager_044_2026-02-09_G3_4dc59e,15.31,41.40,82,359.69,94.46,N/A
21294,2026-02-09 12:21:36,hr_staff_048,sess_hr_staff_048_2026-02-09_G3_a6964e,22.35,39.92,104,324.20,36.48,N/A
21302,2026-02-09 12:26:53.5,procurement_staff_041,sess_procurement_staff_041_2026-02-09_G3_b10d98,21.79,35.21,109,449.53,101.77,N/A
21299,2026-02-09 12:27:54,accountant_033,sess_accountant_033_2026-02-09_G3_635c1d,14.73,41.09,99,568.59,146.42,N/A
21300,2026-02-09 12:29:02,finance_manager_034,sess_finance_manager_034_2026-02-09_G3_0564e6,21.95,40.06,105,318.28,107.45,N/A
21303,2026-02-09 12:30:23,sales_manager_022,sess_sales_manager_022_2026-02-09_G3_dcd54c,12.49,32.11,102,167.57,65.29,N/A
21296,2026-02-09 12:30:33,senior_dba_077,sess_senior_dba_077_2026-02-09_G3_4f52e7,20.65,41.20,58,530.31,72.85,OK
21304,2026-02-09 12:32:36,developer_060,sess_developer_060_2026-02-09_G3_cabd1d,25.30,40.88,57,232.75,91.72,N/A
21306,2026-02-09 12:33:14.5,sales_manager_021,sess_sales_manager_021_2026-02-09_G3_8f51ad,15.50,24.07,84,381.48,121.20,N/A
21305,2026-02-09 12:35:09,procurement_staff_037,sess_procurement_staff_037_2026-02-09_G3_ec8a99,24.81,28.77,69,178.86,45.45,N/A
21298,2026-02-09 12:35:32,procurement_staff_036,sess_procurement_staff_036_2026-02-09_G3_66ee7c,20.14,35.99,88,828.53,162.83,N/A
21311,2026-02-09 12:36:00.5,sales_staff_014,sess_sales_staff_014_2026-02-09_G3_beabb9,21.43,40.70,80,391.07,91.06,N/A
21310,2026-02-09 12:37:23,data_engineer_070,sess_data_engineer_070_2026-02-09_G3_c3e4dd,18.23,33.55,102,382.60,74.73,N/A
21309,2026-02-09 12:38:36,hr_staff_049,sess_hr_staff_049_2026-02-09_G3_15a063,20.17,24.12,84,503.04,52.90,N/A
21307,2026-02-09 12:38:41.5,procurement_staff_041,sess_procurement_staff_041_2026-02-09_G3_26ab19,23.48,33.51,75,410.78,108.93,N/A
21308,2026-02-09 12:39:29.5,junior_dba_075,sess_junior_dba_075_2026-02-09_G3_59875a,19.99,34.66,68,468.90,69.32,N/A
21312,2026-02-09 12:42:26.5,procurement_staff_039,sess_procurement_staff_039_2026-02-09_G3_e3c59c,15.62,28.74,55,472.13,107.35,N/A
21314,2026-02-09 12:43:36.5,procurement_manager_044,sess_procurement_manager_044_2026-02-09_G3_ddbc70,12.07,28.19,57,289.34,53.18,N/A
21313,2026-02-09 12:44:13,data_engineer_069,sess_data_engineer_069_2026-02-09_G3_312b16,12.23,31.97,99,376.31,32.44,N/A
21319,2026-02-09 12:45:13,security_manager_073,sess_security_manager_073_2026-02-09_G3_1372eb,13.42,37.89,75,233.37,73.21,N/A
21317,2026-02-09 12:49:54.5,hr_staff_047,sess_hr_staff_047_2026-02-09_G3_5262a4,16.34,29.24,66,437.62,129.43,N/A
21318,2026-02-09 12:50:14.5,hr_manager_052,sess_hr_manager_052_2026-02-09_G3_9dd0d7,18.97,36.68,91,420.64,49.16,N/A
21321,2026-02-09 12:51:45.5,developer_062,sess_developer_062_2026-02-09_G3_32d909,14.16,38.27,59,154.83,87.28,N/A
21315,2026-02-09 12:53:52.5,data_analyst_054,sess_data_analyst_054_2026-02-09_G3_23ff48,24.58,33.97,60,476.46,87.44,N/A
21322,2026-02-09 12:54:22.5,procurement_staff_042,sess_procurement_staff_042_2026-02-09_G3_ff130b,12.86,36.88,75,703.63,87.26,N/A
21316,2026-02-09 12:56:16,senior_dba_077,sess_senior_dba_077_2026-02-09_G3_4bbe2f,22.43,27.96,96,569.34,109.36,OK
21323,2026-02-09 13:00:35.5,developer_067,sess_developer_067_2026-02-09_G3_755543,11.63,33.43,61,401.25,47.78,N/A
21325,2026-02-09 13:01:10.5,procurement_staff_042,sess_procurement_staff_042_2026-02-09_G3_cb9e4a,18.76,30.97,59,639.80,77.41,N/A
21324,2026-02-09 13:01:10.5,senior_analyst_058,sess_senior_analyst_058_2026-02-09_G3_55f651,14.73,35.03,68,538.99,159.83,N/A
21320,2026-02-09 13:01:48,senior_analyst_058,sess_senior_analyst_058_2026-02-09_G3_fa8ade,14.64,27.52,72,310.20,87.98,N/A
21328,2026-02-09 13:03:29.5,hr_staff_047,sess_hr_staff_047_2026-02-09_G3_8ebf26,13.87,36.62,79,330.00,46.25,N/A
21329,2026-02-09 13:09:01,data_analyst_055,sess_data_analyst_055_2026-02-09_G3_529d74,22.03,39.80,105,295.98,116.45,N/A
21326,2026-02-09 13:09:23.5,senior_analyst_058,sess_senior_analyst_058_2026-02-09_G3_c9f519,25.32,33.30,86,346.24,136.33,N/A
21330,2026-02-09 13:10:07.5,procurement_manager_045,sess_procurement_manager_045_2026-02-09_G3_8e101c,13.67,39.40,100,240.68,97.42,N/A
21327,2026-02-09 13:10:23,senior_analyst_058,sess_senior_analyst_058_2026-02-09_G3_8d5a34,13.55,34.51,86,729.70,72.53,N/A
21331,2026-02-09 13:13:34.5,sales_staff_019,sess_sales_staff_019_2026-02-09_G3_5c6afc,19.82,36.83,59,88.43,88.56,N/A
21332,2026-02-09 13:17:31.5,sales_staff_012,sess_sales_staff_012_2026-02-09_G3_819c55,25.62,25.52,105,314.12,83.00,N/A
21334,2026-02-09 13:18:58.5,procurement_staff_040,sess_procurement_staff_040_2026-02-09_G3_55d73f,13.43,34.66,71,329.88,94.93,N/A
21335,2026-02-09 13:19:44.5,procurement_staff_039,sess_procurement_staff_039_2026-02-09_G3_c1018b,17.18,28.04,59,188.01,85.32,N/A
21333,2026-02-09 13:20:41.5,data_engineer_069,sess_data_engineer_069_2026-02-09_G3_7f65b6,24.07,32.01,90,265.43,104.19,N/A
21337,2026-02-09 13:24:08,sales_staff_002,sess_sales_staff_002_2026-02-09_G3_8441ca,12.73,33.74,69,163.83,41.83,N/A
21339,2026-02-09 13:24:35.5,sales_staff_008,sess_sales_staff_008_2026-02-09_G3_b8eee7,23.25,33.31,85,454.57,103.66,N/A
21338,2026-02-09 13:26:05.5,sales_staff_011,sess_sales_staff_011_2026-02-09_G3_1eb606,15.34,26.76,74,391.48,74.94,N/A
21343,2026-02-09 13:26:21,sales_staff_008,sess_sales_staff_008_2026-02-09_G3_b8eee7,15.02,29.14,87,271.09,13.09,N/A
21336,2026-02-09 13:31:51,data_analyst_056,sess_data_analyst_056_2026-02-09_G3_3843c9,18.17,30.35,58,526.04,95.80,N/A
21340,2026-02-09 13:32:04,developer_065,sess_developer_065_2026-02-09_G3_6ad63f,22.24,42.23,99,139.15,17.85,N/A
21350,2026-02-09 13:33:36,developer_065,sess_developer_065_2026-02-09_G3_6ad63f,16.12,26.45,62,261.21,61.84,N/A
21341,2026-02-09 13:37:10.5,hr_staff_050,sess_hr_staff_050_2026-02-09_G3_35adba,22.18,40.06,67,598.93,121.91,N/A
21344,2026-02-09 13:37:45,security_manager_073,sess_security_manager_073_2026-02-09_G3_ca6df3,18.54,33.82,57,394.70,133.38,N/A
21342,2026-02-09 13:40:06,developer_066,sess_developer_066_2026-02-09_G3_b6393c,13.77,26.00,110,129.16,53.89,N/A
21345,2026-02-09 13:41:19,data_engineer_068,sess_data_engineer_068_2026-02-09_G3_6474a6,22.42,28.60,102,300.94,44.78,N/A
21346,2026-02-09 13:42:56,sales_staff_014,sess_sales_staff_014_2026-02-09_G3_f3cbbe,9.66,40.28,60,341.34,98.34,N/A
21347,2026-02-09 13:45:23,accountant_028,sess_accountant_028_2026-02-09_G3_ceb8fb,11.19,41.88,71,471.40,99.46,N/A
21351,2026-02-09 13:46:29.5,accountant_027,sess_accountant_027_2026-02-09_G3_ba303e,18.10,22.74,58,204.49,60.24,N/A
21349,2026-02-09 13:47:51,developer_066,sess_developer_066_2026-02-09_G3_26a895,18.15,37.21,83,169.38,46.48,N/A
21352,2026-02-09 13:47:55,accountant_032,sess_accountant_032_2026-02-09_G3_c62d83,13.12,44.23,105,367.61,70.27,N/A
21353,2026-02-09 13:48:49.5,procurement_staff_036,sess_procurement_staff_036_2026-02-09_G3_a5a9b1,16.98,30.38,104,419.30,131.28,N/A
21354,2026-02-09 13:49:43,sales_staff_018,sess_sales_staff_018_2026-02-09_G3_5222c1,18.31,43.02,101,543.86,145.20,N/A
21348,2026-02-09 13:51:50.5,data_analyst_054,sess_data_analyst_054_2026-02-09_G3_0037ee,14.35,27.38,59,230.84,131.25,N/A
21356,2026-02-09 13:52:34.5,sales_staff_003,sess_sales_staff_003_2026-02-09_G3_2cd048,11.68,28.81,77,195.32,91.41,N/A
21355,2026-02-09 13:52:59,data_analyst_056,sess_data_analyst_056_2026-02-09_G3_0e64cb,9.75,40.71,56,706.63,127.30,N/A
21357,2026-02-09 14:01:42.5,procurement_manager_044,sess_procurement_manager_044_2026-02-09_G3_e1dbec,25.10,37.58,96,523.45,123.23,N/A
21358,2026-02-09 14:02:28.5,sales_staff_003,sess_sales_staff_003_2026-02-09_G3_7388ef,16.82,21.63,62,393.78,53.90,N/A
21359,2026-02-09 14:06:02,security_analyst_071,sess_security_analyst_071_2026-02-09_G3_c698dd,22.27,37.84,56,431.27,109.99,N/A
21360,2026-02-09 14:07:02.5,sales_staff_010,sess_sales_staff_010_2026-02-09_G3_598ec1,19.40,25.05,89,346.14,64.35,N/A
21361,2026-02-09 14:13:00.5,procurement_staff_043,sess_procurement_staff_043_2026-02-09_G3_564750,22.65,34.74,95,436.03,120.78,N/A
21362,2026-02-09 14:15:21,accountant_028,sess_accountant_028_2026-02-09_G4_faef28,21.00,31.46,73,372.77,93.51,N/A
21364,2026-02-09 14:18:44,developer_063,sess_developer_063_2026-02-09_G4_74fb42,16.08,36.84,105,192.58,61.08,N/A
21363,2026-02-09 14:19:32,data_analyst_055,sess_data_analyst_055_2026-02-09_G4_b93414,20.43,39.75,102,743.90,63.82,N/A
21365,2026-02-09 14:22:06.5,sales_staff_018,sess_sales_staff_018_2026-02-09_G4_ce201f,10.30,38.42,87,391.45,91.90,N/A
21366,2026-02-09 14:31:01.5,sales_manager_022,sess_sales_manager_022_2026-02-09_G4_c4b518,21.23,26.56,82,574.04,71.54,N/A
21368,2026-02-09 14:40:08.5,procurement_staff_040,sess_procurement_staff_040_2026-02-09_G4_88ea2d,24.68,35.49,71,215.32,105.41,N/A
21367,2026-02-09 14:43:35.5,senior_dba_078,sess_senior_dba_078_2026-02-09_G4_17408f,13.32,30.94,82,210.35,43.66,SKIPPED
21370,2026-02-09 14:44:19,sales_staff_012,sess_sales_staff_012_2026-02-09_G4_affb89,9.60,40.92,78,230.50,97.12,N/A
21371,2026-02-09 14:51:26.5,junior_dba_075,sess_junior_dba_075_2026-02-09_G4_e5b747,25.63,28.09,55,409.93,44.28,N/A
21369,2026-02-09 14:52:25.5,security_analyst_071,sess_security_analyst_071_2026-02-09_G4_568fac,16.56,42.80,100,348.41,110.30,N/A
21372,2026-02-09 14:57:37.5,accountant_030,sess_accountant_030_2026-02-09_G4_13a69b,26.15,27.15,79,377.79,102.48,N/A
21374,2026-02-09 15:07:49.5,accountant_024,sess_accountant_024_2026-02-09_G4_968ad9,18.41,24.57,89,440.91,159.19,N/A
21373,2026-02-09 15:09:40.5,data_engineer_070,sess_data_engineer_070_2026-02-09_G4_dcca2e,20.34,30.49,70,221.40,58.13,N/A
21376,2026-02-09 15:12:29,developer_061,sess_developer_061_2026-02-09_G4_fb7569,13.70,38.74,101,519.09,121.21,N/A
21377,2026-02-09 15:14:07,developer_064,sess_developer_064_2026-02-09_G4_968591,15.17,39.68,92,442.49,43.27,N/A
21375,2026-02-09 15:16:47,senior_analyst_059,sess_senior_analyst_059_2026-02-09_G4_e75a84,17.03,37.37,107,274.49,81.99,N/A
21379,2026-02-09 15:18:04,hr_staff_050,sess_hr_staff_050_2026-02-09_G4_0505e9,14.92,25.70,64,408.81,108.73,N/A
21384,2026-02-09 15:18:07,procurement_manager_045,sess_procurement_manager_045_2026-02-09_G4_d7f2dc,7.34,36.62,99,202.62,13.37,N/A
21380,2026-02-09 15:18:26,procurement_staff_037,sess_procurement_staff_037_2026-02-09_G4_9aed1c,15.46,38.66,67,280.97,33.73,N/A
21381,2026-02-09 15:19:40,accountant_027,sess_accountant_027_2026-02-09_G4_7d12e4,9.74,35.06,104,202.23,105.84,N/A
21382,2026-02-09 15:25:00,procurement_manager_045,sess_procurement_manager_045_2026-02-09_G4_d7f2dc,19.94,22.80,78,168.00,129.07,N/A
21378,2026-02-09 15:29:20,data_analyst_057,sess_data_analyst_057_2026-02-09_G4_7dd153,27.56,40.16,97,846.65,131.01,N/A
21386,2026-02-09 15:30:31.5,sales_staff_005,sess_sales_staff_005_2026-02-09_G4_6dcef9,21.97,22.22,102,540.92,44.69,N/A
21383,2026-02-09 15:33:32.5,data_analyst_054,sess_data_analyst_054_2026-02-09_G4_61f013,24.20,44.70,99,308.64,95.84,N/A
21385,2026-02-09 15:34:39.5,sales_staff_004,sess_sales_staff_004_2026-02-09_G4_4a4e83,21.61,37.14,69,766.77,117.95,N/A
21387,2026-02-09 15:40:10.5,junior_dba_074,sess_junior_dba_074_2026-02-09_G4_dbd548,14.55,26.09,76,548.84,99.92,N/A
21388,2026-02-09 15:51:04,data_analyst_054,sess_data_analyst_054_2026-02-09_G4_51bb20,15.62,34.59,80,476.87,49.27,N/A
21391,2026-02-09 15:58:38,developer_060,sess_developer_060_2026-02-09_G4_9aa367,20.73,26.75,55,343.61,58.42,N/A
21390,2026-02-09 16:00:26,accountant_033,sess_accountant_033_2026-02-09_G4_d86a09,11.71,30.96,83,227.09,91.33,N/A
21394,2026-02-09 16:02:41,accountant_033,sess_accountant_033_2026-02-09_G4_d86a09,7.34,24.71,70,269.76,62.17,N/A
21389,2026-02-09 16:02:53.5,data_engineer_069,sess_data_engineer_069_2026-02-09_G4_3ae694,19.79,30.86,61,164.29,140.01,N/A
21393,2026-02-09 16:04:19,admin_079,sess_admin_079_2026-02-09_G4_691588,13.29,34.54,70,450.33,58.97,OK
21392,2026-02-09 16:08:55.5,finance_manager_034,sess_finance_manager_034_2026-02-09_G4_d31afd,21.72,34.96,78,284.44,60.71,N/A
21395,2026-02-09 16:13:34,sales_staff_016,sess_sales_staff_016_2026-02-09_G4_8d0fdb,14.03,24.85,74,482.96,95.54,N/A
21396,2026-02-09 16:14:09,developer_066,sess_developer_066_2026-02-09_G4_2f4de1,21.03,42.73,89,275.30,99.99,N/A
21398,2026-02-09 16:14:59.5,procurement_staff_043,sess_procurement_staff_043_2026-02-09_G4_3c5436,10.38,23.87,107,499.55,92.11,N/A
21400,2026-02-09 16:19:30,sales_staff_016,sess_sales_staff_016_2026-02-09_G4_f675ab,21.51,22.59,93,127.00,65.22,N/A
21399,2026-02-09 16:20:51,data_engineer_070,sess_data_engineer_070_2026-02-09_G4_36c382,20.16,22.43,77,472.24,96.15,N/A
21397,2026-02-09 16:22:55.5,accountant_025,sess_accountant_025_2026-02-09_G4_2ea4d1,20.10,39.45,60,445.55,84.00,N/A
21403,2026-02-09 16:25:20,accountant_025,sess_accountant_025_2026-02-09_G4_2ea4d1,6.80,42.03,59,153.83,74.66,N/A
21402,2026-02-09 16:30:43,developer_062,sess_developer_062_2026-02-09_G4_161351,21.52,36.16,63,255.31,41.59,N/A
21401,2026-02-09 16:33:17.5,sales_manager_021,sess_sales_manager_021_2026-02-09_G4_510eef,14.10,34.61,79,493.45,73.49,N/A
21404,2026-02-09 16:34:43.5,procurement_staff_038,sess_procurement_staff_038_2026-02-09_G4_ba6268,9.90,39.64,64,289.65,122.53,N/A
21408,2026-02-09 16:39:55,developer_063,sess_developer_063_2026-02-09_G4_985bf8,7.75,32.88,70,369.06,63.07,N/A
21405,2026-02-09 16:40:30.5,accountant_033,sess_accountant_033_2026-02-09_G4_c701c6,13.53,25.45,104,236.67,103.47,N/A
21406,2026-02-09 16:40:46,sales_staff_014,sess_sales_staff_014_2026-02-09_G4_2eafe7,18.97,38.15,74,503.81,70.41,N/A
21407,2026-02-09 16:51:14.5,sales_manager_023,sess_sales_manager_023_2026-02-09_G4_52a4bd,13.54,43.85,85,749.56,114.39,N/A
21410,2026-02-09 16:55:02,developer_063,sess_developer_063_2026-02-09_G4_191e52,22.42,29.54,58,215.10,24.39,N/A
21409,2026-02-09 17:03:48.5,developer_064,sess_developer_064_2026-02-09_G4_f4c163,30.19,43.57,105,278.62,57.81,N/A
21411,2026-02-09 17:05:09.5,sales_staff_002,sess_sales_staff_002_2026-02-09_G4_6a81a1,12.16,39.50,59,386.71,55.57,N/A
21412,2026-02-09 17:21:48,developer_061,sess_developer_061_2026-02-09_G4_8dc693,21.59,38.92,110,523.93,60.28,N/A
21416,2026-02-09 17:23:25.5,procurement_staff_040,sess_procurement_staff_040_2026-02-09_G4_fa32de,16.39,27.46,75,296.48,63.94,N/A
21414,2026-02-09 17:27:27,accountant_024,sess_accountant_024_2026-02-09_G4_ab70b8,23.18,35.59,80,456.62,113.23,N/A
21419,2026-02-09 17:28:03,data_analyst_055,sess_data_analyst_055_2026-02-09_G4_05ca87,17.06,34.34,88,146.84,68.11,N/A
21420,2026-02-09 17:29:47,procurement_staff_040,sess_procurement_staff_040_2026-02-09_G4_fa32de,21.51,28.51,100,421.71,61.65,N/A
21413,2026-02-09 17:29:59,data_analyst_055,sess_data_analyst_055_2026-02-09_G4_05ca87,30.85,28.40,71,550.30,151.41,N/A
21421,2026-02-09 17:32:15,developer_061,sess_developer_061_2026-02-09_G4_8dc693,17.87,31.86,66,421.70,45.54,N/A
21415,2026-02-09 17:33:24,sales_staff_020,sess_sales_staff_020_2026-02-09_G4_bdb27e,21.51,24.04,64,427.60,95.62,N/A
21417,2026-02-09 17:33:29,hr_manager_052,sess_hr_manager_052_2026-02-09_G4_9fbcd7,23.51,43.86,83,220.97,94.39,N/A
21418,2026-02-09 17:38:12.5,data_engineer_069,sess_data_engineer_069_2026-02-09_G4_45cdba,20.96,38.70,87,391.43,95.47,N/A
21424,2026-02-09 17:42:36,data_engineer_068,sess_data_engineer_068_2026-02-09_G4_c36b05,21.85,39.15,68,326.72,69.84,N/A
21422,2026-02-09 17:44:05.5,data_engineer_068,sess_data_engineer_068_2026-02-09_G4_c36b05,8.69,42.21,62,385.29,73.97,N/A
21423,2026-02-09 17:49:18.5,sales_manager_021,sess_sales_manager_021_2026-02-09_G4_efc070,16.42,26.22,101,508.01,80.79,N/A
21425,2026-02-09 17:52:41,sales_staff_005,sess_sales_staff_005_2026-02-09_G4_e633dc,19.49,29.29,105,396.04,107.66,N/A
21426,2026-02-09 18:06:17,sales_staff_019,sess_sales_staff_019_2026-02-09_G4_9c3b08,12.17,26.62,59,540.66,67.13,N/A
21427,2026-02-09 18:09:09.5,developer_060,sess_developer_060_2026-02-09_G4_972ec1,17.23,36.28,61,386.58,43.00,N/A
21428,2026-02-09 18:54:15,accountant_024,sess_accountant_024_2026-02-09_G5_8824c9,22.27,30.57,92,237.75,43.72,N/A
21429,2026-02-09 20:14:45,senior_dba_077,sess_senior_dba_077_2026-02-09_G5_616395,20.91,34.06,92,320.10,96.33,OK
21430,2026-02-10 00:32:02.5,accountant_025,sess_accountant_025_2026-02-10_G5_49cd2c,9.16,33.03,78,370.86,37.46,N/A
